Category,Recipient Name,Project Purpose,Project Location,Amount Requested ($000),senator,category,recipient_name,project_purpose,project_location,amount_requested_000
,,,,,Mark Warner,"Commerce, Justice, Science",Foundation,"project aims to reduce gang involvement among youth in Portsmouth and Newport News, VA, through evidence-based interventions and community outreach efforts.",VA,
,,,,,Mark Warner,"Commerce, Justice, Science",Middle Peninsula,Funding will be used to purchase and deploy,Statewide/MultipleLocations,802.0
,,,,,Mark Warner,"Commerce, Justice, Science",Planning District,water-level monitoring stations to establish the,VA,
,,,,,Mark Warner,"Commerce, Justice, Science",Commission,Chesapeake Bay's most robust network of scientific gauges in the Middle Peninsula region of Virginia. Funding will provide training and education for at-risk,Suffolk City VA,73.0
,,,,,Mark Warner,"Commerce, Justice, Science",Office,youth and include opportunities for positive law enforcement connections to prevent and/or reduce juvenile court contact. Funding will support the National Children’s Museum’s,Washington DC,1175.0
,,,,,Mark Warner,Labor-HHS-Education,The Honorable Tammy,"May 14, 2024 Baldwin The Honorable",Shelley Moore Capito,
,,,,,Mark Warner,Labor-HHS-Education,Chair,Ranking,Member,
,,,,,Mark Warner,Labor-HHS-Education,Subcommittee on,"Labor, Health and Subcommittee","on Labor, Health and",
,,,,,Mark Warner,Labor-HHS-Education,"Human Services,","Education, and Human Services,","Education, and",
,,,,,Mark Warner,Labor-HHS-Education,Related Agencies,"Related Agencies SH-125 20510 Washington,",DC 20510,
,,,,,Mark Warner,Labor-HHS-Education,Dear Chair Baldwin,and Ranking Member Capito: neither I nor my immediate family has a pecuniary,interest in any of the,
,,,,,Mark Warner,Labor-HHS-Education,congressionally directed,spending items that I have requested in,"the Fiscal Year 2025 Labor,",
,,,,,Mark Warner,Labor-HHS-Education,Health and Human,"Services, Education, and Related Agencies appropriations","bill, consistent",
,,,,,Mark Warner,Labor-HHS-Education,with the requirements,of paragraph 9 of Rule XLIV of the Standing,Rules of the Senate. None,
,,,,,Mark Warner,Labor-HHS-Education,the entities for which,"I have requested congressionally directed spending Sincerely, MARK R. WARNER United States Senator",are for-profit entities.,
,,,,,Mark Warner,Labor-HHS-Education,LHHS_Warner_CDS_Disclosure_24.pdf,,"Document created 06/05/2024,",402.0
,,,,,Mark Warner,Labor-HHS-Education,"Warner,",Mark(D-VA) Labor and Health and Human Congressionally Directed Spending Requests,AmountRequested($000),
,,,,,Mark Warner,Labor-HHS-Education,Recipient Name,Project Purpose,Project Location,
,,,,,Mark Warner,Labor-HHS-Education,What's Next for Success,Support What's Next for Success Foundation in,Newport News VA,1000.0
,,,,,Mark Warner,Labor-HHS-Education,Foundation,addressing local workforce needs. Support Eastern Shore Community College in,Accomack County VA,500.0
,,,,,Mark Warner,Labor-HHS-Education,College,enhancing CDL program. The University of Virginia is launching a new,Albemarle County VA,365.0
,,,,,Mark Warner,Labor-HHS-Education,City of Alexandria,program that will reduce the price of teacher training while also enhancing our teacher training program to address nationwide shortages. To support an existing program to serve more,Alexandria City VA,2000.0
,,,,,Mark Warner,Labor-HHS-Education,Neighborhood Health,residents who receive work-based learning. To support Neighborhood Health in construction,of Alexandria City VA,329.0
,,,,,Mark Warner,Labor-HHS-Education,Sweet Briar College,a pharmacy to improve access to medications for low-income patients. Funding will be used towards a geothermal energy,Amherst County VA,500.0
,,,,,Mark Warner,Labor-HHS-Education,Neighborhood Health,project. To support Neighborhood Health in expanding,Arlington County VA,1664.0
,,,,,Mark Warner,Labor-HHS-Education,VHC Health,"access to pediatric primary care, dental, vision, behavioral health services for low-come children. To support VHC Health to purchase equipment for",Arlington County VA,4000.0
,,,,,Mark Warner,Labor-HHS-Education,March of Dimes,the provision of adolescent and adult behavioral health services. To support March of Dimes to establish a maternal,Arlington County VA,960.0
,,,,,Mark Warner,Labor-HHS-Education,VHC Health,health data analytics hub to address maternal health disparities in the Commonwealth. To support VHC Health in establishing a,Arlington County VA,1500.0
,,,,,Mark Warner,Labor-HHS-Education,University of the District of,comprehensive training program for various healthcare roles. Support the University of the District of Columbia,in Arlington County VA,1600.0
,,,,,Mark Warner,Labor-HHS-Education,Columbia,providing aviation maintenance programs. To support the Valley Community Services Board,in Augusta County VA,2500.0
,,,,,Mark Warner,Labor-HHS-Education,Board,constructing a crisis receiving/crisis stabilization center. To support Augusta Health Foundation in,Augusta County VA,7422.0
,,,,,Mark Warner,Labor-HHS-Education,Augusta Health Foundation,purchasing a new electronic medical records system. To support the Augusta Health Foundation's efforts,Augusta County VA,3500.0
,,,,,Mark Warner,Labor-HHS-Education,Augusta Health Foundation,to expand its emergency room to address behavioral health needs. To support the Augusta Health Foundation in,Augusta County VA,5500.0
,,,,,Mark Warner,Labor-HHS-Education,Augusta Regional Dental Clinic,renovation of its continuity care clinic. To support Augusta Regional Dental Clinic in,Augusta County VA,100.0
,,,,,Mark Warner,Labor-HHS-Education,Bath Community Hospital,providing dental care for low-income residents To support Bath Community Hospital's purchase,of Bath County VA,394.0
,,,,,Mark Warner,Labor-HHS-Education,Appalachian Agency for,a new ambulance to serve rural Virginia. To support the Appalachian Agency for Senior,Bristol City VA,75.0
,,,,,Mark Warner,Labor-HHS-Education,Senior Citizens,Citizens to purchase equipment for its Program of All-Inclusive Care for the Elderly.,"Document created 06/05/2024,",402.0
,,,,,Mark Warner,Labor-HHS-Education,"Prevent Child Abuse Virginia,",To support Families Forward of Virginia’s CHIP of,Bristol City VA,4001.0
,,,,,Mark Warner,Labor-HHS-Education,dba Families Forward Virginia,"Virginia Comprehensive Health Investment Project Evidence-Based Initiative, a randomized controlled trial study. Funding will be used to purchase equipment for",Brunswick County,977.0
,,,,,Mark Warner,Labor-HHS-Education,Community College,technical training programs.,VA,
,,,,,Mark Warner,Labor-HHS-Education,10-7 Farms,To support 10-7 Farms in expanding access to,Caroline County VA,225.0
,,,,,Mark Warner,Labor-HHS-Education,Rector and Visitors of the,evidence-based models of care in rural communities To support UVA Children's expanded Neonatal,Charlottesville City,1035.0
,,,,,Mark Warner,Labor-HHS-Education,University of Virginia,Intensive Care Unit.,VA,
,,,,,Mark Warner,Labor-HHS-Education,"ReadyKids, Inc","To support ReadyKids, Inc in expanding access to",Charlottesville City,200.0
,,,,,Mark Warner,Labor-HHS-Education,Chesapeake Hospital,youth mental health counseling. To support Chesapeake Regional Healthcare in,Chesapeake City VA,1960.0
,,,,,Mark Warner,Labor-HHS-Education,Authority d/b/a Chesapeake,constructing an intensive outpatient behavioral health program. Support Career Academies of Chesapeake in,Chesapeake City VA,4000.0
,,,,,Mark Warner,Labor-HHS-Education,Brightpoint Community,constructing a new facility. To support Brightpoint Community College in,Chesterfield County,314.0
,,,,,Mark Warner,Labor-HHS-Education,College,addressing health care workforce shortages through expanded laboratory training capacity.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Free Clinic of Central Virginia,Funding will be used to provide hands-on dental,City of Lynchburg VA,32.0
,,,,,Mark Warner,Labor-HHS-Education,Virginia Museum of Natural,experience. Funding will be used provide STEM education.,City of Martinsville,664.0
,,,,,Mark Warner,Labor-HHS-Education,History,,VA,
,,,,,Mark Warner,Labor-HHS-Education,Old Dominion University,Funding will be used to provide educators with,City of Norfolk VA,935.0
,,,,,Mark Warner,Labor-HHS-Education,FullSTEAM,computer science training. Funding will be used to provide STEAM education.,City of Norfolk VA,500.0
,,,,,Mark Warner,Labor-HHS-Education,Lonesome Pine Community,To support Lonesome Pine Community Hospital's,City of Norton VA,683.0
,,,,,Mark Warner,Labor-HHS-Education,Hospital (Norton Community,purchase of medical equipment for Norton Community Hospital Funding would be used to provide multimedia,City of Richmond VA,333.0
,,,,,Mark Warner,Labor-HHS-Education,Shockoe Institute,content production training. To support the Virginia Telemental Health Initiative,City of Roanoke VA,299.0
,,,,,Mark Warner,Labor-HHS-Education,Initiative,in providing telemental health counseling at no cost to patients Funding will be used to launch a career and,City of Roanoke VA,2500.0
,,,,,Mark Warner,Labor-HHS-Education,Schools,technical center. To support the Dr. Terry Sinclair Health Clinic,City of Winchester,55.0
,,,,,Mark Warner,Labor-HHS-Education,Bailey's Crossroads Health,renovation of exam rooms and to build an expanded laboratory facility To support Bailey's Crossroads Health Access,Fairfax County VA,500.0
,,,,,Mark Warner,Labor-HHS-Education,"Access Partnership, Inc.",Partnership in construction of a new medical clinic. To support The Growth and Healing HUB in,Fairfax County VA,430.0
,,,,,Mark Warner,Labor-HHS-Education,Fairfax County Government,addressing the mental health and well-being of Fairfax County residents. To support the Fairfax County Government in,Fairfax County VA,8000.0
,,,,,Mark Warner,Labor-HHS-Education,Fairfax County Government,constructing a crisis receiving and treatment center. To support Fairfax County in purchasing electric,Fairfax County VA,1960.0
,,,,,Mark Warner,Labor-HHS-Education,LHHS_Warner_CDS_Disclosure_24.pdf,paratransit buses to transport older adults and community members with disabilities.,"Document created 06/05/2024,",402.0
,,,,,Mark Warner,Labor-HHS-Education,Specially Adapted Resource,To support the Specially Adapted Resource Clubs,Fairfax County VA,340.0
,,,,,Mark Warner,Labor-HHS-Education,Clubs,"(SPARC) to expand services for individuals with disabilities living in Herndon, Virginia. Support George Mason University in providing arts",Fairfax County VA,2776.0
,,,,,Mark Warner,Labor-HHS-Education,Mary Washington Hospital,education. To support Mary Washington Hospital in,Fredericksburg City,1400.0
,,,,,Mark Warner,Labor-HHS-Education,Mary Washington Physicians,renovations to their medical plaza. To support Mary Washington Physicians in,Fredericksburg City,1500.0
,,,,,Mark Warner,Labor-HHS-Education,Wytheville Community College,constructing a new medical facility. Support Wytheville Community College in providing,Galax City VA,1000.0
,,,,,Mark Warner,Labor-HHS-Education,Gloucester Mathews Care,workforce development opportunities. To support Gloucester Mathews Care Clinic,Gloucester County,136.0
,,,,,Mark Warner,Labor-HHS-Education,Clinic,renovations and equipment purchase.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Southern Virginia Higher,Support Southern Virginia Higher Education Center,Halifax County VA,750.0
,,,,,Mark Warner,Labor-HHS-Education,Education Center,in developing information technology workforce. To support the Southern Virginia Higher Education,Halifax County VA,1874.0
,,,,,Mark Warner,Labor-HHS-Education,Education Center,Center in connecting local businesses to potential employees. Support Virginia Peninsula Community College in,Hampton City VA,1000.0
,,,,,Mark Warner,Labor-HHS-Education,College,providing career exploration and other opportunities for students. Support Hampton University in expanding its health,Hampton City VA,2500.0
,,,,,Mark Warner,Labor-HHS-Education,Hampton Roads Community,care curriculum. To support the Hampton Roads Community Action,Hampton City VA,472.0
,,,,,Mark Warner,Labor-HHS-Education,"Action Program, Inc.","Program, Inc. in providing resources to assist underserved and displaced youth. Support Hampton University in expanding its",Hampton City VA,1300.0
,,,,,Mark Warner,Labor-HHS-Education,Hampton University,healthcare educational opportunities. Support Hampton University in expanding,Hampton City VA,5800.0
,,,,,Mark Warner,Labor-HHS-Education,Hampton University,pharmacy training programs. Support Hampton University in expanding its,Hampton City VA,1680.0
,,,,,Mark Warner,Labor-HHS-Education,Hampton Roads Ecumenical,healthcare research capabilities. To support Hampton Roads Ecumenical Lodgings,& Hampton City VA,500.0
,,,,,Mark Warner,Labor-HHS-Education,"Lodgings & Provisions, Inc",Provisions in expanding access to supportive services for homeless Virginians. Support Eastern Mennonite University in purchasing,Harrisonburg City VA,1253.0
,,,,,Mark Warner,Labor-HHS-Education,James Madison University,STEM equipment. Support James Madison University for the,Harrisonburg City VA,983.0
,,,,,Mark Warner,Labor-HHS-Education,James Madison University,development of a teaching and research lab. Support James Madison University in improving,Harrisonburg City VA,781.0
,,,,,Mark Warner,Labor-HHS-Education,James Madison University,resources for students. Funding will be used to develop an internship,Harrisonburg City VA,950.0
,,,,,Mark Warner,Labor-HHS-Education,Virginia Union University,program Support Virginia Union University for the planning,Henrico County VA,500.0
,,,,,Mark Warner,Labor-HHS-Education,Henrico County General,and design of the A. Donald McEachin School of Law and Social Justice. Funding to support the Henrico County General,Henrico County VA,1517.0
,,,,,Mark Warner,Labor-HHS-Education,Government,Government's Youth Crisis Receiving Center at St. Joseph's Villa. Funding will be used for curriculum development.,Henrico County VA,1000.0
,,,,,Mark Warner,Labor-HHS-Education,Government,,"Document created 06/05/2024,",402.0
,,,,,Mark Warner,Labor-HHS-Education,City of Lexington,To support the City of Lexington to coordinate with,Lexington VA,2500.0
,,,,,Mark Warner,Labor-HHS-Education,Liberty University,the City of Buena Vista and Rockbridge County to construct a health facility to serve the region. Funding will be used to purchase equipment.,Lynchburg VA,650.0
,,,,,Mark Warner,Labor-HHS-Education,Randolph College,Support Randolph College in expanding STEM,Lynchburg City VA,1500.0
,,,,,Mark Warner,Labor-HHS-Education,Centra Health,education programs. To support Centra Health in purchasing equipment,Lynchburg City VA,27.0
,,,,,Mark Warner,Labor-HHS-Education,Centra Health,to train health care providers. Funding will be used to provide courses for,Lynchburg City VA,229.0
,,,,,Mark Warner,Labor-HHS-Education,Christopher Newport,healthcare professionals. Funding will be used to develop an institute for,Newport News VA,310.0
,,,,,Mark Warner,Labor-HHS-Education,University,executive education. Funding will be used expand the Innovation Hub,Newport News VA,1860.0
,,,,,Mark Warner,Labor-HHS-Education,University,and create an interdisciplinary ecosystem. To support Riverside Health System in establishing,Newport News City,393.0
,,,,,Mark Warner,Labor-HHS-Education,Virginia Peninsula Community,a mobile medical clinic to improve access to primary and preventive care. Support Virginia Peninsula Community College in,Newport News City,1300.0
,,,,,Mark Warner,Labor-HHS-Education,College,purchasing equipment.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Virginia Peninsula Community,To support Virginia Peninsula Community College,in Newport News City,3500.0
,,,,,Mark Warner,Labor-HHS-Education,College,construction and equipment for a health care provider training center.,VA,
,,,,,Mark Warner,Labor-HHS-Education,What's Next for Success,To support What's Next for Success in training,Newport News City,1100.0
,,,,,Mark Warner,Labor-HHS-Education,The Chrysler Museum of Art,young adults in the maritime sector. Funding will be used to create a center for,Norfolk VA,1500.0
,,,,,Mark Warner,Labor-HHS-Education,Norfolk State University,education in the glass arts. Funding will advance research and advocacy for,Norfolk VA,1500.0
,,,,,Mark Warner,Labor-HHS-Education,Old Dominion University,vulnerable populations impacted by climate change. Supporting Old Dominion University in meeting,Norfolk City VA,1000.0
,,,,,Mark Warner,Labor-HHS-Education,Children’s Hospital of The,food security needs of students and community. Funding to support Children’s Hospital of The King’s,Norfolk City VA,2012.0
,,,,,Mark Warner,Labor-HHS-Education,King’s Daughters (CHKD),Daughters (CHKD) to expand capacity of its Partial Hospitalization Program to address youth mental health needs. To support the establishment of the Young,Norfolk City VA,750.0
,,,,,Mark Warner,Labor-HHS-Education,Martinsville Henry County,Women's Christian Association of the South Hampton Roads' Center for Children's Services To support Martinsville Henry County Coalition for,Patrick County VA,772.0
,,,,,Mark Warner,Labor-HHS-Education,Coalition for Health and,Health and Wellness in adding FQHC services in Patrick County To support Richard Bland College of William & Mary,Petersburg City VA,1547.0
,,,,,Mark Warner,Labor-HHS-Education,Williams & Mary,in renovations to expand health care provider training. Funding will be used to support the health sciences,Petersburg City VA,1741.0
,,,,,Mark Warner,Labor-HHS-Education,William & Mary,program. Support Mind Power Enterprise II in expanding,Portsmouth City VA,498.0
,,,,,Mark Warner,Labor-HHS-Education,Partnership Development,student and teacher-focused programming. Funding will be used to provide entrepreneurial,Portsmouth City VA,1741.0
,,,,,Mark Warner,Labor-HHS-Education,Foundation,training resources. To support Art for the Journey in addressing social,Richmond VA,305.0
,,,,,Mark Warner,Labor-HHS-Education,LHHS_Warner_CDS_Disclosure_24.pdf,isolation and loneliness among older Virginians.,"Document created 06/05/2024,",402.0
,,,,,Mark Warner,Labor-HHS-Education,Daily Planet Health Services,To support Daily Planet Health Services with,Richmond City VA,500.0
,,,,,Mark Warner,Labor-HHS-Education,Health Brigade,construction of new site to provide health care services. To support Health Brigade in making aging building,Richmond City VA,750.0
,,,,,Mark Warner,Labor-HHS-Education,J. Sargeant Reynolds,repairs and upgrades. To Support J. Sargeant Reynolds Community,Richmond City VA,964.0
,,,,,Mark Warner,Labor-HHS-Education,Community College,College in purchasing health care provider training equipment. Funding will be used to provide a college and,Roanoke VA,1000.0
,,,,,Mark Warner,Labor-HHS-Education,Goodwill Industries of the,vocational training scholarships. Support the Goodwill Industries of the Valleys in,Roanoke City VA,2100.0
,,,,,Mark Warner,Labor-HHS-Education,Valleys,developing a career center. To support New Horizons Healthcare in improving,Roanoke City VA,2492.0
,,,,,Mark Warner,Labor-HHS-Education,Local Office on Aging,"plumbing and renovating clinical facilities. To support the Local Office on Aging, Inc. work to",Roanoke City VA,230.0
,,,,,Mark Warner,Labor-HHS-Education,Supporting Treatment Access,increase access to senior services by increasing access to transportation services in Roanoke City and Roanoke County. Funding will allow the Partnership for Community,Roanoke City VA,650.0
,,,,,Mark Warner,Labor-HHS-Education,& Recovery Services (STARS),"Wellness to purchase a mobile clinic and to support increased access to treatment, recovery, education, and training. To support Rockbridge Area Transportation",Rockbridge County,275.0
,,,,,Mark Warner,Labor-HHS-Education,Transportation System,System's Rockbridge Connect and Nourish program.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Bridgewater College,Funding would be used to purchase equipment.,Rockingham VA,578.0
,,,,,Mark Warner,Labor-HHS-Education,Stafford Hospital,To support the Stafford Hospital's construction of,Stafford County VA,2000.0
,,,,,Mark Warner,Labor-HHS-Education,Capital Hospice DBA Capital,an Orthopedic Center. To support Capital Caring Health in purchasing,Statewide/MultipleLocations,263.0
,,,,,Mark Warner,Labor-HHS-Education,Caring Health,accessible transportation for patients.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Virginia Commonwealth,Support Virginia Commonwealth University in,Statewide/MultipleLocations,430.0
,,,,,Mark Warner,Labor-HHS-Education,University,developing internships.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Literacy Council of Northern,Support the English Empowerment Center in,Statewide/MultipleLocations,1150.0
,,,,,Mark Warner,Labor-HHS-Education,"Virginia, dba English",developing English proficiency and preparation for,VA,
,,,,,Mark Warner,Labor-HHS-Education,Empowerment Center,at-risk residents seeking to enter the workforce. Funding will be used administer a student,Statewide/MultipleLocations,678.0
,,,,,Mark Warner,Labor-HHS-Education,TelecommunicationsAssociation,internship program.,VA,
,,,,,Mark Warner,Labor-HHS-Education,dba WHRO Public,To support the Tidewater Community College,Statewide/MultipleLocations,842.0
,,,,,Mark Warner,Labor-HHS-Education,Educational Foundation,Educational Foundation to upgrade its educational spaces and technology to train EMS and EMT professionals.,VA,
,,,,,Mark Warner,Labor-HHS-Education,James City County,Funding will be used to expand library services to,Statewide/MultipleLocations,750.0
,,,,,Mark Warner,Labor-HHS-Education,South Central Workforce,underserved youth and adults. Support the South Central Workforce Development,Statewide/MultipleLocations,750.0
,,,,,Mark Warner,Labor-HHS-Education,Development Board,Board to upskill existing workforce.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Virginia Community,To support Virginia Community Healthcare,Statewide/MultipleLocations,342.0
,,,,,Mark Warner,Labor-HHS-Education,Healthcare Association,"Association in improving health through nutrition education and provider training in rural areas, including through telehealth.",VA,
,,,,,Mark Warner,Labor-HHS-Education,Survivor Ventures,Support Survivor Ventures in providing workforce,Statewide/MultipleLocations,405.0
,,,,,Mark Warner,Labor-HHS-Education,LHHS_Warner_CDS_Disclosure_24.pdf,development.,"Document created 06/05/2024,",402.0
,,,,,Mark Warner,Labor-HHS-Education,Boys & Girls Clubs of Central,Support the Boys & Girls Club of Central Virginia,to Statewide/MultipleLocations,61.0
,,,,,Mark Warner,Labor-HHS-Education,Virginia,increase out-of-school participation.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Tidewater Electrical Joint,Support Tidewater JATC in providing child care,Statewide/MultipleLocations,442.0
,,,,,Mark Warner,Labor-HHS-Education,Apprenticeship and Training,assistance.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Committee (Tidewater JATC),Support YWCA Richmond in developing an early,Statewide/MultipleLocations,2000.0
,,,,,Mark Warner,Labor-HHS-Education,Lutheran Social Services of,intervention program. Support Lutheran Social Services of the National,Statewide/MultipleLocations,1131.0
,,,,,Mark Warner,Labor-HHS-Education,the National Capital Area,Capital Area in providing refugees with recertification pathways.,VA,
,,,,,Mark Warner,Labor-HHS-Education,"Virginia Commemorations,","Support Virginia Commemorations, Inc. in",Statewide/MultipleLocations,900.0
,,,,,Mark Warner,Labor-HHS-Education,Inc.,educating students on America's founding in honor of the country's 250th anniversary.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Local Initiatives Support,Funding will be used to provide career training and,Statewide/MultipleLocations,2000.0
,,,,,Mark Warner,Labor-HHS-Education,Corporation,financial coaching.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Daily Planet Health Services,To support Daily Planet Health Services in,Statewide/MultipleLocations,265.0
,,,,,Mark Warner,Labor-HHS-Education,FIRST Chesapeake,establishing the first not-for-profit dental lab in Virginia. Support FIRST Chesapeake in providing STEM,Statewide/MultipleLocations,795.0
,,,,,Mark Warner,Labor-HHS-Education,Marymount University,programs to high school students. To support Marymount University in purchasing,Statewide/MultipleLocations,2055.0
,,,,,Mark Warner,Labor-HHS-Education,Bay Consortium Workforce,equipment to expand training opportunities for nursing students. Support the Bay Consortium Workforce,Statewide/MultipleLocations,319.0
,,,,,Mark Warner,Labor-HHS-Education,Development Board,Development Board to launch digital education training.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Germanna Community College,Support Germanna Community College in providing,Statewide/MultipleLocations,415.0
,,,,,Mark Warner,Labor-HHS-Education,Germanna Community College,scholarships. Support Germanna Community College in launching,Statewide/MultipleLocations,347.0
,,,,,Mark Warner,Labor-HHS-Education,Germanna Community College,a new degree program. Support Germanna Community College in providing,Statewide/MultipleLocations,269.0
,,,,,Mark Warner,Labor-HHS-Education,"ForKids, inc.","dual enrollment and early college programs. Support ForKids, inc. to provide mentoring and",Statewide/MultipleLocations,500.0
,,,,,Mark Warner,Labor-HHS-Education,Kidsave,career exploration for high school students. Support Kidsave to assist Virginia's foster youth.,Statewide/MultipleLocations,478.0
,,,,,Mark Warner,Labor-HHS-Education,"Circle of Parents, Inc.","Support Circle of Parents, Inc. to update trainings",Statewide/MultipleLocations,36.0
,,,,,Mark Warner,Labor-HHS-Education,Envision Lead Grow,on child abuse and neglect. Support Envision Lead Grow to provide financial,Statewide/MultipleLocations,1533.0
,,,,,Mark Warner,Labor-HHS-Education,National Council For Adoption,sustainability and entrepreneurship training. Support National Council for Adoption to provide,Statewide/MultipleLocations,685.0
,,,,,Mark Warner,Labor-HHS-Education,Jefferson Area Board for,"resources to benefit adoptees, birth parents, and adoptive families. To support the Jefferson Area Board for Aging's",Statewide/MultipleLocations,409.0
,,,,,Mark Warner,Labor-HHS-Education,"Aging, Inc.",work to connect older adults and caregivers to local services.,VA,
,,,,,Mark Warner,Labor-HHS-Education,George Mason University,Support George Mason University in expanding its,Statewide/MultipleLocations,1200.0
,,,,,Mark Warner,Labor-HHS-Education,Greater Roanoke Workforce,clinical nursing faculty. Support the Greater Roanoke Workforce,Statewide/MultipleLocations,608.0
,,,,,Mark Warner,Labor-HHS-Education,Development Board,Development Board in increasing access to career pathways.,VA,
,,,,,Mark Warner,Labor-HHS-Education,LHHS_Warner_CDS_Disclosure_24.pdf,,"Document created 06/05/2024,",402.0
,,,,,Mark Warner,Labor-HHS-Education,Germanna Community College,Support Germanna Community College in,Statewide/MultipleLocations,729.0
,,,,,Mark Warner,Labor-HHS-Education,Cohen Veterans,strengthening the nursing workforce. To support Cohen Veterans Network Military Family,Statewide/MultipleLocations,1270.0
,,,,,Mark Warner,Labor-HHS-Education,Network/Steven A. Cohen,Clinic at The Up Center in providing mental health,VA,
,,,,,Mark Warner,Labor-HHS-Education,Military Family Clinic at The,"care services to veterans, servicemembers, and their families. To support Valley Area Stretcher Transport in",Statewide/MultipleLocations,332.0
,,,,,Mark Warner,Labor-HHS-Education,"Transport, Inc.",purchasing accessible transportation for medical services.,VA,
,,,,,Mark Warner,Labor-HHS-Education,UVA Health Culpeper Medical,To support UVA Health Culpeper in purchasing an,Statewide/MultipleLocations,496.0
,,,,,Mark Warner,Labor-HHS-Education,Center,ambulance.,VA,
,,,,,Mark Warner,Labor-HHS-Education,disAbility Law Center of,To support disAbility Law Center of Virginia in,Statewide/MultipleLocations,150.0
,,,,,Mark Warner,Labor-HHS-Education,Virginia,training workforce to improve the health of people of color with disabilities.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Reading Is Fundamental,Support the Reading Is Fundamental Literacy,Statewide/MultipleLocations,1500.0
,,,,,Mark Warner,Labor-HHS-Education,The Pearl Project Institute,Program in providing students with access to books. for Support Interstellar Dreams Space Center in,Statewide/MultipleLocations,917.0
,,,,,Mark Warner,Labor-HHS-Education,Innovation in STEM Literacy,providing afterschool STEM education.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Alternative Paths Training,Support Alternative Paths Training School to,Statewide/MultipleLocations,500.0
,,,,,Mark Warner,Labor-HHS-Education,School,maximize instruction and achievement to special education students.,VA,
,,,,,Mark Warner,Labor-HHS-Education,International Schools of the,Support iSchool for the Future to empower,Statewide/MultipleLocations,50.0
,,,,,Mark Warner,Labor-HHS-Education,Future (DBA iSchool for the,educators.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Future),To support the Dr. Lorna Breen Heroes' Foundation,Statewide/MultipleLocations,545.0
,,,,,Mark Warner,Labor-HHS-Education,Foundation,in supporting the healthcare workforce by reducing burnout and improving their access to mental healthcare,VA,
,,,,,Mark Warner,Labor-HHS-Education,"Best Buddies International,",Support Best Buddies in creating more inclusive,Statewide/MultipleLocations,250.0
,,,,,Mark Warner,Labor-HHS-Education,Inc.,school environments.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Virginia Health Information,To improve care coordination for vulnerable,Statewide/MultipleLocations,1400.0
,,,,,Mark Warner,Labor-HHS-Education,Children’s Hospital of The,"patients by accessing real time data through the Health Information Exchange to reduce barriers and increase adoption. Specifically, these funds would be used to support the purchasing of capital equipment related to IT. The purpose of this project is to fund the",Statewide/MultipleLocations,294.0
,,,,,Mark Warner,Labor-HHS-Education,King’s Daughters (CHKD),"equipment necessary to expand the Children’s Hospital of the King’s Daughters’ milk bank’s production capacity, enabling it to meet Virginia’s increasing need for pasteurized donor human milk (PDHM).",VA,
,,,,,Mark Warner,Labor-HHS-Education,Hampton Roads African,To support the Hampton Roads African American,Statewide/MultipleLocations,3000.0
,,,,,Mark Warner,Labor-HHS-Education,American Heritage Trail,Heritage Trail in updating their resources,VA,
,,,,,Mark Warner,Labor-HHS-Education,Boys & Girls Clubs of Central,To support Saturday Teen programs at the Boys,& Statewide/MultipleLocations,103.0
,,,,,Mark Warner,Labor-HHS-Education,Virginia,Girls Clubs of Central Virginia assist youth.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Educación Para Nuestro,Support Edu-Futuro to provide college and career,Statewide/MultipleLocations,748.0
,,,,,Mark Warner,Labor-HHS-Education,Futuro Founded by Escuela,readiness to students.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Bolivia (d.b.a. Edu-Futuro),Support Southside Virginia Community College in,Statewide/MultipleLocations,940.0
,,,,,Mark Warner,Labor-HHS-Education,Community College,improving access to criminal justice programs.,VA,
,,,,,Mark Warner,Labor-HHS-Education,Old Dominion University,To support Old Dominion University in establishing,Statewide/MultipleLocations,1333.0
,,,,,Mark Warner,Labor-HHS-Education,LHHS_Warner_CDS_Disclosure_24.pdf,a teacher apprenticeship program for paraprofessionals.,"Document created 06/05/2024,",402.0
,,,,,Mark Warner,Labor-HHS-Education,Neighborhood Health,To support Neighborhood Health in purchasing,Statewide/MultipleLocations,699.0
,,,,,Mark Warner,Labor-HHS-Education,Virginia Partnership for,"equipment to expand access to medical, dental, and vision care for low-income residents. Funding will be used to provide out-of-school time",Statewide/MultipleLocations,730.0
,,,,,Mark Warner,Labor-HHS-Education,Out-of-School Time (VPOST),programming.,VA,
