fiscal_year,secretariat,agency,program,service_area,appropriated_amount,total_spent_ytd,remaining_balance,execution_rate,number_of_unique_recipients,top_10_recipients,category_breakdown,match_type,match_score
2026,EDUCATION,Longwood University,Higher Ed Academic Support,Museums and Galleries,8981684.0,300117.13,8681566.87,0.033414349692106736,4,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""PATTERSON,CAMERON DE'VON"", ""Longwood University Real Estate Foundati""]","{""PERSONAL SERVICES"": 121, ""CONTRACTUAL SERVICES"": 18, ""CONTINUOUS CHARGES"": 3, ""SUPPLIES AND MATERIALS"": 2}",fuzzy,0.9387755102040817
2026,EDUCATION,Longwood University,Higher Ed Institutionl Support,Executive Management,17423203.0,1609714.05,15813488.95,0.09238910032787886,11,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Smith and Howard Investment Holdings LLC"", ""PATTERSON,CAMERON DE'VON"", ""TRACY,PAMELA J"", ""Narehood,Elizabeth Maguire"", ""MCGREGOR,MATTHEW C"", ""TANNER-ANDERSON,SARAH LYNN"", ""LONGWOOD UNIVERSITY"", ""Commonwealth of Virginia""]","{""PERSONAL SERVICES"": 143, ""CONTRACTUAL SERVICES"": 54, ""SUPPLIES AND MATERIALS"": 6, ""EQUIPMENT"": 3}",fuzzy,0.9577464788732394
2026,EDUCATION,Longwood University,Higher Ed Institutionl Support,Fiscal Operations,17423203.0,383385.93,17039817.07,0.022004331235766467,4,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""The Bank of New York"", ""BOWEN,KIRSTEN SCHAUBACH""]","{""PERSONAL SERVICES"": 114, ""CONTRACTUAL SERVICES"": 11, ""SUPPLIES AND MATERIALS"": 3, ""EQUIPMENT"": 1}",fuzzy,0.9577464788732394
2026,EDUCATION,Longwood University,Higher Ed Institutionl Support,General Administrative Svcs,17423203.0,1740907.24,15682295.76,0.09991889780541499,9,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Gritzer,Robert John"", ""Ellucian Company LLC"", ""SHI International Corp"", ""Virginia Employment Commission"", ""LONGWOOD UNIVERSITY"", ""Companion Data Services"", ""BeyondTrust Corporation""]","{""PERSONAL SERVICES"": 112, ""CONTRACTUAL SERVICES"": 35, ""EQUIPMENT"": 8, ""TRANSFER PAYMENTS"": 6, ""SUPPLIES AND MATERIALS"": 3}",fuzzy,0.9577464788732394
2026,EDUCATION,Longwood University,Higher Ed Institutionl Support,Logistical Services,17423203.0,1307480.14,16115722.86,0.07504246722029238,15,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""LONGWOOD UNIVERSITY"", ""Longwood University Real Estate Foundati"", ""Comer,Angela Darlene"", ""Department of General Services"", ""LENHART JR,ROBERT LEE"", ""Wohlfords Radar"", ""LYNCHBURG CITY"", ""College of William and Mary""]","{""PERSONAL SERVICES"": 165, ""CONTRACTUAL SERVICES"": 37, ""SUPPLIES AND MATERIALS"": 21, ""CONTINUOUS CHARGES"": 12, ""EQUIPMENT"": 3}",fuzzy,0.9577464788732394
2026,EDUCATION,Longwood University,Higher Ed Institutionl Support,Public Relations & Development,17423203.0,1262922.55,16160280.45,0.07248509645442346,22,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Renata Knyazher"", ""LONGWOOD UNIVERSITY"", ""Meherrin Volunteer Fire & Rescue Inc"", ""JenSpark Inc"", ""Tyler Christian Cosley"", ""Ferguson Portable Toilets LLC"", ""Ethan James Heimbach"", ""Antonio Rafael Mizelli""]","{""PERSONAL SERVICES"": 130, ""CONTRACTUAL SERVICES"": 45, ""SUPPLIES AND MATERIALS"": 8, ""CONTINUOUS CHARGES"": 8, ""TRANSFER PAYMENTS"": 7, ""EQUIPMENT"": 2, ""PROPERTY IMPROVEMENTS"": 1}",fuzzy,0.9577464788732394
2026,EDUCATION,Longwood University,Operation & Maintenance-Plant,Administration and Supervision,10607349.0,245159.2,10362189.8,0.02311220268136742,2,"[""nan"", ""MISCELLANEOUS ADJUSTMENT""]","{""PERSONAL SERVICES"": 107, ""CONTRACTUAL SERVICES"": 13, ""SUPPLIES AND MATERIALS"": 4, ""EQUIPMENT"": 1}",fuzzy,1.0
2026,EDUCATION,Longwood University,Operation & Maintenance-Plant,Bldg/Grnd/Util Line-Repair&Mnt,10607349.0,918776.66,9688572.34,0.08661699167247161,7,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Precision Installations Inc"", ""LONGWOOD UNIVERSITY"", ""MIDKIFF,DAVID WAYNE"", ""Southeastern Engineering Co"", ""TK Elevator Corporation""]","{""PERSONAL SERVICES"": 107, ""SUPPLIES AND MATERIALS"": 39, ""CONTRACTUAL SERVICES"": 26, ""EQUIPMENT"": 21, ""CONTINUOUS CHARGES"": 3}",fuzzy,1.0
2026,EDUCATION,Longwood University,Operation & Maintenance-Plant,Operation of Power Plant,10607349.0,412481.15,10194867.85,0.03888635605371333,7,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Kamps Rockwood Prod of Dillwyn VA LLC"", ""Anderson Bros Lumber Co Inc"", ""Morgan Lumber Co Inc"", ""LONGWOOD UNIVERSITY"", ""Maxie,Joseph Alan""]","{""PERSONAL SERVICES"": 117, ""SUPPLIES AND MATERIALS"": 35, ""CONTRACTUAL SERVICES"": 17, ""EQUIPMENT"": 5, ""CONTINUOUS CHARGES"": 3}",fuzzy,1.0
2026,EDUCATION,Longwood University,Operation & Maintenance-Plant,Other Operation&Maint Expense,10607349.0,-74785.78,10682134.78,-0.007050374226397189,1,"[""MISCELLANEOUS ADJUSTMENT""]","{""CONTRACTUAL SERVICES"": 2, ""PERSONAL SERVICES"": 2}",fuzzy,1.0
2026,EDUCATION,Longwood University,Operation & Maintenance-Plant,Property&General Liability Ins,10607349.0,293340.0,10314009.0,0.027654412049608248,1,"[""Commonwealth of Virginia""]","{""CONTINUOUS CHARGES"": 1}",fuzzy,1.0
2026,EDUCATION,Longwood University,Operation & Maintenance-Plant,Utilities,10607349.0,447865.18,10159483.82,0.042222159372714146,3,"[""Town of Farmville"", ""VIRGINIA ELECTRIC AND POWER COMPANY"", ""MISCELLANEOUS ADJUSTMENT""]","{""CONTINUOUS CHARGES"": 242}",fuzzy,1.0
2026,EDUCATION,Norfolk State University,HE Auxiliary Enterprises,Bookstores and Other Stores,64312878.0,33279.479999999996,64279598.52,0.0005174621480941965,6,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Xerox Corporation"", ""ELECTRONIC SYSTEMS INC"", ""IntoPrint Technologies Inc"", ""AGENCY TO AGENCY TRANSFER""]","{""PERSONAL SERVICES"": 66, ""CONTRACTUAL SERVICES"": 27, ""CONTINUOUS CHARGES"": 9, ""SUPPLIES AND MATERIALS"": 1}",fuzzy,0.9333333333333332
2026,EDUCATION,Norfolk State University,HE Auxiliary Enterprises,Food Services,64312878.0,1565016.77,62747861.23,0.024334422881837132,15,"[""Thompson Hospitality Services LLC"", ""Virginia Natural Gas"", ""MISCELLANEOUS ADJUSTMENT"", ""VIRGINIA ELECTRIC AND POWER COMPANY"", ""Douglas Food Stores Inc"", ""Bay Disposal Inc"", ""Hampton Roads Sanitation District"", ""E L Willey Electrical Contractor LLC"", ""Cox Virginia Telcom LLC"", ""Everett Construction Corp""]","{""CONTRACTUAL SERVICES"": 34, ""CONTINUOUS CHARGES"": 17, ""SUPPLIES AND MATERIALS"": 14, ""EQUIPMENT"": 6}",fuzzy,0.9333333333333332
2026,EDUCATION,Norfolk State University,HE Auxiliary Enterprises,Intercollegiate Athletics,64312878.0,8259816.32,56053061.68,0.12843176323099706,43,"[""nan"", ""Norfolk State University"", ""MISCELLANEOUS ADJUSTMENT"", ""VIRGINIA ELECTRIC AND POWER COMPANY"", ""Thompson Hospitality Services LLC"", ""Jostens Inc"", ""Academy Express LLC"", ""Varsity Spirit Fashion and Supplies"", ""Performance Health Supply Inc"", ""Cox Virginia Telcom LLC""]","{""CONTRACTUAL SERVICES"": 210, ""PERSONAL SERVICES"": 164, ""SUPPLIES AND MATERIALS"": 44, ""CONTINUOUS CHARGES"": 29, ""TRANSFER PAYMENTS"": 8, ""EQUIPMENT"": 2}",fuzzy,0.9333333333333332
2026,EDUCATION,Norfolk State University,HE Auxiliary Enterprises,Other Enterprise Functions,64312878.0,980548.26,63332329.74,0.015246530562665847,27,"[""nan"", ""TOP GUARD INC"", ""MISCELLANEOUS ADJUSTMENT"", ""Municipal Emergency Services Inc"", ""Thompson Hospitality Services LLC"", ""Tri-City Communications LLC"", ""Brinks Inc"", ""VIRGINIA ELECTRIC AND POWER COMPANY"", ""Hampton Roads Sanitation District"", ""HARRELL-WILLIAMS,DAVIDA M""]","{""PERSONAL SERVICES"": 163, ""CONTRACTUAL SERVICES"": 99, ""SUPPLIES AND MATERIALS"": 29, ""EQUIPMENT"": 11, ""CONTINUOUS CHARGES"": 10}",fuzzy,0.9333333333333332
2026,EDUCATION,Norfolk State University,HE Auxiliary Enterprises,Park/Transport Sys & Services,64312878.0,204460.57,64108417.43,0.003179154414454909,7,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Thompson Hospitality Services LLC"", ""Athena Consulting LLC"", ""Virginia Golf Cars of Newport News LLC"", ""VIRGINIA CORRECTIONAL ENTERPRISES"", ""Bottling Group LLC""]","{""PERSONAL SERVICES"": 133, ""CONTRACTUAL SERVICES"": 20, ""SUPPLIES AND MATERIALS"": 4, ""EQUIPMENT"": 2}",fuzzy,0.9333333333333332
2026,EDUCATION,Norfolk State University,HE Auxiliary Enterprises,Residential Services,64312878.0,3168400.48,61144477.52,0.04926541275294817,26,"[""nan"", ""Premier Staffing Source Inc"", ""Bay Disposal Inc"", ""VIRGINIA ELECTRIC AND POWER COMPANY"", ""MISCELLANEOUS ADJUSTMENT"", ""Virginia Natural Gas"", ""Norfolk State University"", ""Cox Virginia Telcom LLC"", ""Hampton Roads Sanitation District"", ""Thompson Hospitality Services LLC""]","{""PERSONAL SERVICES"": 175, ""CONTRACTUAL SERVICES"": 174, ""CONTINUOUS CHARGES"": 99, ""SUPPLIES AND MATERIALS"": 34, ""TRANSFER PAYMENTS"": 3, ""EQUIPMENT"": 1}",fuzzy,0.9333333333333332
2026,EDUCATION,Norfolk State University,HE Auxiliary Enterprises,Student Health Services,64312878.0,157927.7,64154950.3,0.0024556154989674077,6,"[""nan"", ""Sterile Solution Cleaners LLC"", ""MISCELLANEOUS ADJUSTMENT"", ""Medicat LLC"", ""M & M Enterprises II Inc"", ""HENRY SCHEIN INC""]","{""PERSONAL SERVICES"": 82, ""CONTRACTUAL SERVICES"": 26, ""EQUIPMENT"": 1}",fuzzy,0.9333333333333332
2026,EDUCATION,Norfolk State University,HE Auxiliary Enterprises,Student Unions & Recreatnl Fac,64312878.0,2478730.9,61834147.1,0.038541750534006575,6,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Virginia Natural Gas"", ""VIRGINIA ELECTRIC AND POWER COMPANY"", ""Cox Virginia Telcom LLC"", ""The Bank of New York Mellon""]","{""PERSONAL SERVICES"": 108, ""CONTRACTUAL SERVICES"": 21, ""SUPPLIES AND MATERIALS"": 10, ""CONTINUOUS CHARGES"": 8, ""EQUIPMENT"": 4, ""OBLIGATIONS"": 2}",fuzzy,0.9333333333333332
2026,EDUCATION,Norfolk State University,HE Student Financial Assistnce,Scholarships,39833271.0,17925271.0,21908000.0,0.45000750754312896,1,"[""MISCELLANEOUS ADJUSTMENT""]","{""TRANSFER PAYMENTS"": 24}",fuzzy,0.9577464788732394
2026,EDUCATION,Norfolk State University,Higher Ed Academic Support,Acad Adm/Persnnl/Crse/Curr Dev,18253032.0,2756767.27,15496264.73,0.15103064904504632,64,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Thompson Hospitality Services LLC"", ""Cox Virginia Telcom LLC"", ""LAI Enterprises LLC"", ""TSRC Inc"", ""LEE,TORIAN L"", ""KEY OFFICE SUPPLY INC"", ""Smith-Moyler,Tamara"", ""MILLER,KHADIJAH O""]","{""PERSONAL SERVICES"": 210, ""CONTRACTUAL SERVICES"": 127, ""SUPPLIES AND MATERIALS"": 22, ""TRANSFER PAYMENTS"": 14, ""EQUIPMENT"": 3}",fuzzy,0.9387755102040817
2026,EDUCATION,Norfolk State University,Higher Ed Academic Support,Ancillary Support,18253032.0,64442.36,18188589.64,0.0035305016722701195,3,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""South Shore Laboratory Consultants Inc""]","{""PERSONAL SERVICES"": 81, ""CONTRACTUAL SERVICES"": 14}",fuzzy,0.9387755102040817
2026,EDUCATION,Norfolk State University,Higher Ed Academic Support,Audio/Visual Services,18253032.0,203677.6,18049354.4,0.011158562588396273,7,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Broadcast Supply Worldwide"", ""Digital Video Group Inc"", ""Cox Virginia Telcom LLC"", ""Keith Kinney"", ""Tri-City Communications LLC""]","{""PERSONAL SERVICES"": 67, ""CONTRACTUAL SERVICES"": 21, ""EQUIPMENT"": 14, ""SUPPLIES AND MATERIALS"": 4}",fuzzy,0.9387755102040817
2026,EDUCATION,Norfolk State University,Higher Ed Academic Support,Computing Support,18253032.0,1868944.7,16384087.3,0.10239091784860728,18,"[""nan"", ""Robert Half International"", ""MISCELLANEOUS ADJUSTMENT"", ""Robert Half Inc."", ""Insight Public Sector Inc"", ""Thompson Hospitality Services LLC"", ""Computer Aid Inc"", ""Dell Marketing LP"", ""GAY,ZENORA E"", ""Zoom Video Communications Inc""]","{""PERSONAL SERVICES"": 114, ""CONTRACTUAL SERVICES"": 57, ""EQUIPMENT"": 6}",fuzzy,0.9387755102040817
2026,EDUCATION,Norfolk State University,Higher Ed Academic Support,Libraries,18253032.0,503942.69,17749089.31,0.027608711254108357,11,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""My Jove Corporation"", ""NewsBank, inc."", ""Baker & Taylor Inc"", ""ProQuest LLC"", ""New Journal and Guide Publishing"", ""Lyrasis"", ""Ithaka Harbors Inc"", ""SenSource Inc""]","{""PERSONAL SERVICES"": 145, ""CONTRACTUAL SERVICES"": 23, ""EQUIPMENT"": 1}",fuzzy,0.9387755102040817
2026,EDUCATION,Norfolk State University,Higher Ed Institutionl Support,Executive Management,22893297.0,2889293.2199999997,20004003.78,0.1262069513185453,58,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""ELECTRONIC SYSTEMS INC"", ""Thompson Hospitality Services LLC"", ""Robert Half Inc."", ""PeopleShare Holding Corporation"", ""Apple Inc"", ""WittKieffer Inc"", ""Norfolk State University"", ""Cox Virginia Telcom LLC""]","{""PERSONAL SERVICES"": 211, ""CONTRACTUAL SERVICES"": 157, ""SUPPLIES AND MATERIALS"": 28, ""EQUIPMENT"": 9}",fuzzy,0.9577464788732394
2026,EDUCATION,Norfolk State University,Higher Ed Institutionl Support,Fiscal Operations,22893297.0,2187796.91,20705500.09,0.09556495554135344,18,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Robert Half Inc."", ""Robert Half International"", ""PeopleShare Holding Corporation"", ""Bank of America"", ""Commonwealth Document Management Inc"", ""Unum Life Insurance Co of America"", ""Norfolk State University"", ""Brinks Inc""]","{""PERSONAL SERVICES"": 156, ""CONTRACTUAL SERVICES"": 113, ""SUPPLIES AND MATERIALS"": 11, ""CONTINUOUS CHARGES"": 5, ""EQUIPMENT"": 2}",fuzzy,0.9577464788732394
2026,EDUCATION,Norfolk State University,Higher Ed Institutionl Support,General Administrative Svcs,22893297.0,4775820.75,18117476.25,0.20861218678987128,49,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Robert Half Inc."", ""Cox Virginia Telcom LLC"", ""Computer Aid Inc"", ""Robert Half International"", ""Commonwealth Document Management Inc"", ""Verizon Business Network Services Inc on"", ""Virginia Information Technologies Agency"", ""Achieve I LLC""]","{""CONTRACTUAL SERVICES"": 188, ""PERSONAL SERVICES"": 146, ""CONTINUOUS CHARGES"": 41, ""SUPPLIES AND MATERIALS"": 7, ""EQUIPMENT"": 7, ""TRANSFER PAYMENTS"": 1}",fuzzy,0.9577464788732394
2026,EDUCATION,Norfolk State University,Higher Ed Institutionl Support,Logistical Services,22893297.0,3295210.64,19598086.36,0.14393779279585636,25,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Premier Staffing Source Inc"", ""Cox Virginia Telcom LLC"", ""Michael C Wallace"", ""MANSFIELD OIL Co of Gainesville Inc"", ""Basic Rent A Car Incorporated"", ""The Pitney Bowes Bank Inc"", ""DIMITRA D DALES"", ""Everett Construction Corp""]","{""PERSONAL SERVICES"": 184, ""CONTRACTUAL SERVICES"": 113, ""SUPPLIES AND MATERIALS"": 21, ""EQUIPMENT"": 5}",fuzzy,0.9577464788732394
2026,EDUCATION,Norfolk State University,Higher Ed Institutionl Support,Public Relations & Development,22893297.0,1024768.26,21868528.74,0.04476280808308213,23,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Nexstar Broadcasting Inc"", ""Commonwealth Document Management Inc"", ""Thompson Hospitality Services LLC"", ""O'Quinn,Kyle"", ""MAYNARD,GLENDA L"", ""Alexander Haas Inc"", ""Norfolk State University"", ""Sharon Riddick Hoggard""]","{""PERSONAL SERVICES"": 144, ""CONTRACTUAL SERVICES"": 68, ""SUPPLIES AND MATERIALS"": 6, ""EQUIPMENT"": 2}",fuzzy,0.9577464788732394
2026,EDUCATION,Norfolk State University,Operation & Maintenance-Plant,Administration and Supervision,17194539.0,927385.36,16267153.64,0.053934877812077425,16,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""VIRGINIA CORRECTIONAL ENTERPRISES"", ""ELECTRONIC SYSTEMS INC"", ""KleanPro Facility Services LLC"", ""THERMO-TROL SYSTEMS, Inc."", ""Unusual Designs Inc"", ""Norfolk State University"", ""Chughtai,Nadeem"", ""Tri-City Communications LLC""]","{""PERSONAL SERVICES"": 133, ""CONTRACTUAL SERVICES"": 35, ""EQUIPMENT"": 20, ""SUPPLIES AND MATERIALS"": 7}",fuzzy,1.0
2026,EDUCATION,Norfolk State University,Operation & Maintenance-Plant,Bldg/Grnd/Util Line-Repair&Mnt,17194539.0,1405972.6099999999,15788566.39,0.08176855512090205,32,"[""nan"", ""Bay Disposal Inc"", ""UniFirst Corporation"", ""MISCELLANEOUS ADJUSTMENT"", ""Virginia Natural Gas"", ""THERMO-TROL SYSTEMS, Inc."", ""E L Willey Electrical Contractor LLC"", ""Otis Elevator Co"", ""City of Norfolk"", ""M & M Enterprises II Inc""]","{""PERSONAL SERVICES"": 173, ""CONTRACTUAL SERVICES"": 160, ""SUPPLIES AND MATERIALS"": 74}",fuzzy,1.0
2026,EDUCATION,Norfolk State University,Operation & Maintenance-Plant,Custodial Service,17194539.0,425685.36,16768853.64,0.024757009187626373,6,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""UniFirst Corporation"", ""BrightView Landscapes LLC"", ""CSC Serviceworks Inc"", ""Big Belly Solar LLC""]","{""PERSONAL SERVICES"": 116, ""SUPPLIES AND MATERIALS"": 19, ""CONTRACTUAL SERVICES"": 14}",fuzzy,1.0
2026,EDUCATION,Norfolk State University,Operation & Maintenance-Plant,Operation of Power Plant,17194539.0,126642.25,17067896.75,0.007365259981672088,8,"[""Johnson Controls US Holdings LLC"", ""S Freedman & Sons Inc"", ""Colonial Scientific Inc"", ""Doors on Demand LLC"", ""Cutlers Janitorial LLC"", ""ABM Building Service LLC"", ""Business Opportunities For The Blind"", ""ABAP LLC""]","{""CONTRACTUAL SERVICES"": 14, ""SUPPLIES AND MATERIALS"": 3}",fuzzy,1.0
2026,EDUCATION,Norfolk State University,Operation & Maintenance-Plant,Other Operation&Maint Expense,17194539.0,1809886.84,15384652.16,0.10525939892892738,39,"[""nan"", ""Hobbs & Associates Inc"", ""Cintas Corporation No.2"", ""Cintas Loc 394"", ""The Sherwin Williams Co"", ""TRANE"", ""Comfort Systems of Virginia Inc"", ""MISCELLANEOUS ADJUSTMENT"", ""THERMO-TROL SYSTEMS, Inc."", ""ABM Building Service LLC""]","{""CONTRACTUAL SERVICES"": 168, ""PERSONAL SERVICES"": 155, ""SUPPLIES AND MATERIALS"": 80, ""EQUIPMENT"": 3, ""PLANT AND IMPROVEMENTS"": 1}",fuzzy,1.0
2026,EDUCATION,Norfolk State University,Operation & Maintenance-Plant,Utilities,17194539.0,693615.1,16500923.9,0.0403392670196043,4,"[""Virginia Natural Gas"", ""VIRGINIA ELECTRIC AND POWER COMPANY"", ""Hampton Roads Sanitation District"", ""APPALACHIAN POWER CO""]","{""CONTINUOUS CHARGES"": 147, ""SUPPLIES AND MATERIALS"": 117}",fuzzy,1.0
2026,EDUCATION,Old Dominion University,HE Auxiliary Enterprises,Food Services,121861551.0,14090288.33,107771262.67,0.11562538154466785,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""PERSONAL SERVICES"": 38, ""CONTRACTUAL SERVICES"": 19, ""CONTINUOUS CHARGES"": 10, ""EQUIPMENT"": 7, ""PLANT AND IMPROVEMENTS"": 4, ""SUPPLIES AND MATERIALS"": 3}",fuzzy,0.9333333333333332
2026,EDUCATION,Old Dominion University,HE Auxiliary Enterprises,HE Auxiliary Enterprises,121861551.0,13313432.24,108548118.76,0.10925047425335986,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""OBLIGATIONS"": 2}",fuzzy,0.9333333333333332
2026,EDUCATION,Old Dominion University,HE Auxiliary Enterprises,Other Enterprise Functions,121861551.0,3555615.77,118305935.23,0.029177503000926027,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""PERSONAL SERVICES"": 57, ""CONTRACTUAL SERVICES"": 40, ""SUPPLIES AND MATERIALS"": 8, ""CONTINUOUS CHARGES"": 7, ""EQUIPMENT"": 7, ""PLANT AND IMPROVEMENTS"": 4, ""TRANSFER PAYMENTS"": 1}",fuzzy,0.9333333333333332
2026,EDUCATION,Old Dominion University,HE Auxiliary Enterprises,Park/Transport Sys & Services,121861551.0,2465534.74,119396016.26,0.02023226128149313,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""PERSONAL SERVICES"": 65, ""CONTRACTUAL SERVICES"": 53, ""SUPPLIES AND MATERIALS"": 13, ""CONTINUOUS CHARGES"": 13, ""EQUIPMENT"": 2, ""OBLIGATIONS"": 1}",fuzzy,0.9333333333333332
2026,EDUCATION,Old Dominion University,HE Auxiliary Enterprises,Residential Services,121861551.0,5610291.87,116251259.13,0.046038244417223935,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""PERSONAL SERVICES"": 57, ""CONTRACTUAL SERVICES"": 55, ""SUPPLIES AND MATERIALS"": 24, ""CONTINUOUS CHARGES"": 19, ""EQUIPMENT"": 8, ""PLANT AND IMPROVEMENTS"": 6, ""PROPERTY IMPROVEMENTS"": 1, ""TRANSFER PAYMENTS"": 1}",fuzzy,0.9333333333333332
2026,EDUCATION,Old Dominion University,HE Auxiliary Enterprises,Student Health Services,121861551.0,1077660.33,120783890.67,0.008843317036068252,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""PERSONAL SERVICES"": 46, ""CONTRACTUAL SERVICES"": 25, ""SUPPLIES AND MATERIALS"": 17, ""CONTINUOUS CHARGES"": 2, ""EQUIPMENT"": 1, ""PLANT AND IMPROVEMENTS"": 1}",fuzzy,0.9333333333333332
2026,EDUCATION,Old Dominion University,HE Auxiliary Enterprises,Student Unions & Recreatnl Fac,121861551.0,1056541.43,120805009.57,0.008670014629963144,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""PERSONAL SERVICES"": 56, ""CONTRACTUAL SERVICES"": 26, ""SUPPLIES AND MATERIALS"": 14, ""CONTINUOUS CHARGES"": 12, ""EQUIPMENT"": 4}",fuzzy,0.9333333333333332
2026,EDUCATION,Old Dominion University,Higher Ed Academic Support,Acad Adm/Persnnl/Crse/Curr Dev,53531014.0,5901063.109999999,47629950.89,0.11023634093686324,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""PERSONAL SERVICES"": 76, ""CONTRACTUAL SERVICES"": 70, ""SUPPLIES AND MATERIALS"": 21, ""CONTINUOUS CHARGES"": 8, ""EQUIPMENT"": 7, ""TRANSFER PAYMENTS"": 2}",fuzzy,0.9387755102040817
2026,EDUCATION,Old Dominion University,Higher Ed Academic Support,All Other,53531014.0,30897.88,53500116.12,0.0005771958663065863,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""PERSONAL SERVICES"": 18, ""CONTRACTUAL SERVICES"": 3, ""SUPPLIES AND MATERIALS"": 3}",fuzzy,0.9387755102040817
2026,EDUCATION,Old Dominion University,Higher Ed Academic Support,Ancillary Support,53531014.0,697814.9500000001,52833199.05,0.013035713278287613,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""PERSONAL SERVICES"": 51, ""CONTRACTUAL SERVICES"": 43, ""SUPPLIES AND MATERIALS"": 9, ""CONTINUOUS CHARGES"": 3, ""EQUIPMENT"": 3, ""TRANSFER PAYMENTS"": 1}",fuzzy,0.9387755102040817
2026,EDUCATION,Old Dominion University,Higher Ed Academic Support,Audio/Visual Services,53531014.0,9475348.780000001,44055665.22,0.17700671203426113,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""PERSONAL SERVICES"": 64, ""CONTRACTUAL SERVICES"": 32, ""SUPPLIES AND MATERIALS"": 7, ""EQUIPMENT"": 2}",fuzzy,0.9387755102040817
2026,EDUCATION,Old Dominion University,Higher Ed Academic Support,Computing Support,53531014.0,7524117.54,46006896.46,0.14055623044988463,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""PERSONAL SERVICES"": 67, ""CONTRACTUAL SERVICES"": 32, ""SUPPLIES AND MATERIALS"": 7, ""EQUIPMENT"": 4}",fuzzy,0.9387755102040817
2026,EDUCATION,Old Dominion University,Higher Ed Academic Support,Libraries,53531014.0,3122840.79,50408173.21,0.058337037852486784,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""PERSONAL SERVICES"": 62, ""CONTRACTUAL SERVICES"": 49, ""SUPPLIES AND MATERIALS"": 10, ""EQUIPMENT"": 9, ""CONTINUOUS CHARGES"": 4}",fuzzy,0.9387755102040817
2026,EDUCATION,Old Dominion University,Higher Ed Institutionl Support,Higher Ed Institutionl Support,35120760.0,39121956.4,-4001196.3999999985,1.1139268170734347,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 161, ""PERSONAL SERVICES"": 103, ""SUPPLIES AND MATERIALS"": 54, ""EQUIPMENT"": 28, ""CONTINUOUS CHARGES"": 26, ""TRANSFER PAYMENTS"": 14, ""OBLIGATIONS"": 2, ""PLANT AND IMPROVEMENTS"": 1}",fuzzy,0.9577464788732394
2026,EDUCATION,Old Dominion University,Operation & Maintenance-Plant,Operation & Maintenance-Plant,30608110.0,26451645.32,4156464.6799999997,0.8642038113428108,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 94, ""PERSONAL SERVICES"": 83, ""SUPPLIES AND MATERIALS"": 46, ""CONTINUOUS CHARGES"": 32, ""EQUIPMENT"": 18, ""PLANT AND IMPROVEMENTS"": 8, ""PROPERTY IMPROVEMENTS"": 3, ""TRANSFER PAYMENTS"": 1}",fuzzy,1.0
2026,EDUCATION,Radford University,HE Auxiliary Enterprises,Bookstores and Other Stores,68977308.0,12400.93,68964907.07,0.00017978274826266054,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTINUOUS CHARGES"": 12, ""CONTRACTUAL SERVICES"": 1}",fuzzy,0.9333333333333332
